"story_id","story_title","story_english_title","story_tag_name"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","brave"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","childhood"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","children"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","Competition"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","Joy"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","dance"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","lesson"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","teacher"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","school"
16585,"ಬಬ್ಲೂ ನರ್ತನವಾಡಿದ ಚಂದದಿ","Babloo Narthaanamadida Chandhadi","Babloo Nacha Jhoom Ke"
16586,"আমি ভীত নই!","Ami Bhito Noi!","human nature"
16586,"আমি ভীত নই!","Ami Bhito Noi!","darkness"
16586,"আমি ভীত নই!","Ami Bhito Noi!","scared"
16586,"আমি ভীত নই!","Ami Bhito Noi!","truth"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","peacock"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","perform"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","audience"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","stage"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","theatre"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","brave"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","childhood"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","children"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","Competition"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","Joy"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","dance"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","lesson"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","teacher"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","school"
16588,"బబ్లూ నెమలి నాట్యం","Babloo Nemali Natyam","Babloo Nacha Jhoom Ke"
16590,"ฟังเสียงร่างกายของฉัน(Listen to My Body)","Fung Sing Rang Kai Kong Chan","ร่างกาย"
16590,"ฟังเสียงร่างกายของฉัน(Listen to My Body)","Fung Sing Rang Kai Kong Chan","เสียง"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","childhood"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","game"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","play"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","free"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","kite"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","dream"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","Imagination"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","abstract"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","friends"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","heaven"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","Angel"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","fairy"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","Cloud ice cream"
16591,"ಮೋಡದ ಐಸ್ ಕ್ರೀಂ","Modada Ice-cream","Baadlon Ki Ice Cream"
16594,"รานีไปโรงเรียนวันแรก(Rani's First Day at School)","Rani Pi Rong Rien Wan Rak","โรงเรียน"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","childhood"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","game"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","play"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","free"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","kite"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","dream"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","Imagination"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","abstract"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","friends"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","heaven"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","Angel"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","fairy"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","Cloud ice cream"
16598,"మేఘాల్లోంచి ఐస్ క్రీం","Meghallomchi Ice-cream","Baadlon Ki Ice Cream"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","environment"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","nature"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","peace"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","animals"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","forest"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","friends"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","jungle"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","determination"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","brave"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","obsess"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","noise"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","sound"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","water"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","drop"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","drip"
16599,"టప్-టపా-టప్","Tap-Tapa-Tap","Tap Tap Tapak"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","luck"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","hunger"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","hungry"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","clever"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","chase"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","snatch"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","food"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","funny"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","animals"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","Roti Roll"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","Roti Aayi"
16600,"ರೊಟ್ಟಿ ಸುರುಳಿ","Rotti Suruli","Roti Gayi"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","luck"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","hunger"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","hungry"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","clever"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","chase"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","snatch"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","food"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","funny"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","animals"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","Roti Roll"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","Roti Aayi"
16601,"రొట్టి పోయింది, రొట్టి దొరికింది","Rotti Poyindi, Rotti Dorikindi","Roti Gayi"
16604,"టింగ్ టాంగ్!","Ting Tong","home"
16604,"టింగ్ టాంగ్!","Ting Tong","family"
16604,"టింగ్ టాంగ్!","Ting Tong","mother"
16604,"టింగ్ టాంగ్!","Ting Tong","crib"
16604,"టింగ్ టాంగ్!","Ting Tong","new born"
16604,"టింగ్ టాంగ్!","Ting Tong","infant"
16604,"టింగ్ టాంగ్!","Ting Tong","toddler"
16604,"టింగ్ టాంగ్!","Ting Tong","love"
16604,"టింగ్ టాంగ్!","Ting Tong","cute"
16604,"టింగ్ టాంగ్!","Ting Tong","baby"
16604,"టింగ్ టాంగ్!","Ting Tong","sounds"
16604,"టింగ్ టాంగ్!","Ting Tong","technology"
16604,"టింగ్ టాంగ్!","Ting Tong","noise"
16604,"టింగ్ టాంగ్!","Ting Tong","Ting Tong"
16606,"Qualqu’un coma ieu ?","Someone like me","identitat"
16606,"Qualqu’un coma ieu ?","Someone like me","unic"
16606,"Qualqu’un coma ieu ?","Someone like me","ieu"
16606,"Qualqu’un coma ieu ?","Someone like me","imatge"
16606,"Qualqu’un coma ieu ?","Someone like me","persona"
16606,"Qualqu’un coma ieu ?","Someone like me","ase"
16610,"Fat King and Skinny Dog","","#1000books"
16611,"""मेर माछ!"", ""नै-नै मेर माछ!""","mer mach, nai-nai mer mach","fish"
16611,"""मेर माछ!"", ""नै-नै मेर माछ!""","mer mach, nai-nai mer mach","friends"
16611,"""मेर माछ!"", ""नै-नै मेर माछ!""","mer mach, nai-nai mer mach","nature"
16611,"""मेर माछ!"", ""नै-नै मेर माछ!""","mer mach, nai-nai mer mach","fishing rod"
16614,"Cache-cache !","cache-cache-anniversaire","anniversaire"
16614,"Cache-cache !","cache-cache-anniversaire","amis"
16614,"Cache-cache !","cache-cache-anniversaire","amies"
16614,"Cache-cache !","cache-cache-anniversaire","soustraction"
16614,"Cache-cache !","cache-cache-anniversaire","maths"
16624,"Les maisons","Houses","family"
16624,"Les maisons","Houses","location"
16624,"Les maisons","Houses","Address"
16624,"Les maisons","Houses","nature"
16624,"Les maisons","Houses","residence"
16624,"Les maisons","Houses","house"
16624,"Les maisons","Houses","home"
16624,"Les maisons","Houses","place"
16624,"Les maisons","Houses","culture"
16624,"Les maisons","Houses","diverse"
16624,"Les maisons","Houses","variety"
16624,"Les maisons","Houses","houses"
16624,"Les maisons","Houses","maison"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","Cleanliness"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","wash"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","laundry"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","puppet"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","socks"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","friends"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","family"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","compassion"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","strangers"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","kindness"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","help"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","shelter"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","safety"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","house"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","home"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","pursuit"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","search"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","adventure"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","Little Sock and the Tiny Creatures"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","chaussette"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","lavage"
16674,"Petite Chaussette et les petites créatures","Little Sock and the Tiny Creatures","vêtement"
16675,"Qu'est-ce que c'est ?","What is it","Friendship"
16675,"Qu'est-ce que c'est ?","What is it","kindness"
16675,"Qu'est-ce que c'est ?","What is it","Acceptance"
16675,"Qu'est-ce que c'est ?","What is it","Diversity"
16675,"Qu'est-ce que c'est ?","What is it","differences"
16675,"Qu'est-ce que c'est ?","What is it","environment"
16675,"Qu'est-ce que c'est ?","What is it","nature"
16675,"Qu'est-ce que c'est ?","What is it","jungle"
16675,"Qu'est-ce que c'est ?","What is it","forest"
16675,"Qu'est-ce que c'est ?","What is it","animals"
16675,"Qu'est-ce que c'est ?","What is it","What is it"
16675,"Qu'est-ce que c'est ?","What is it","bébé"
16675,"Qu'est-ce que c'est ?","What is it","animaux"
16681,"Salut la mouche !","Salut la mouche !","perspective"
16681,"Salut la mouche !","Salut la mouche !","World"
16681,"Salut la mouche !","Salut la mouche !","universe"
16681,"Salut la mouche !","Salut la mouche !","galaxy"
16681,"Salut la mouche !","Salut la mouche !","solar system"
16681,"Salut la mouche !","Salut la mouche !","sky"
16681,"Salut la mouche !","Salut la mouche !","beautiful"
16681,"Salut la mouche !","Salut la mouche !","dream"
16681,"Salut la mouche !","Salut la mouche !","fantasy"
16681,"Salut la mouche !","Salut la mouche !","curious"
16681,"Salut la mouche !","Salut la mouche !","Imagination"
16681,"Salut la mouche !","Salut la mouche !","insect"
16681,"Salut la mouche !","Salut la mouche !","fly"
16681,"Salut la mouche !","Salut la mouche !","mouche"
16686,"Suma","Suma","grandparent"
16686,"Suma","Suma","love"
16686,"Suma","Suma","grandfather"
16686,"Suma","Suma","family"
16686,"Suma","Suma","role play"
16686,"Suma","Suma","innovative"
16686,"Suma","Suma","creative"
16686,"Suma","Suma","alone"
16686,"Suma","Suma","boredom"
16686,"Suma","Suma","fun"
16686,"Suma","Suma","game"
16686,"Suma","Suma","play"
16686,"Suma","Suma","Suma"
16691,"Tommy et Tingu","Tommy et Tingu","funny"
16691,"Tommy et Tingu","Tommy et Tingu","friends"
16691,"Tommy et Tingu","Tommy et Tingu","love"
16691,"Tommy et Tingu","Tommy et Tingu","Pets"
16691,"Tommy et Tingu","Tommy et Tingu","animals"
16691,"Tommy et Tingu","Tommy et Tingu","puppy"
16691,"Tommy et Tingu","Tommy et Tingu","dog"
16691,"Tommy et Tingu","Tommy et Tingu","cat"
16691,"Tommy et Tingu","Tommy et Tingu","Tommy and Tingu"
16691,"Tommy et Tingu","Tommy et Tingu","chat"
16691,"Tommy et Tingu","Tommy et Tingu","Chien"
16694,"La pluie","Rain","fun"
16694,"La pluie","Rain","Monsoon"
16694,"La pluie","Rain","torrent"
16694,"La pluie","Rain","play"
16694,"La pluie","Rain","game"
16694,"La pluie","Rain","water"
16694,"La pluie","Rain","childhood"
16694,"La pluie","Rain","physics"
16694,"La pluie","Rain","Liquid"
16694,"La pluie","Rain","Measurement"
16694,"La pluie","Rain","quantity"
16694,"La pluie","Rain","rain"
16694,"La pluie","Rain","eau"
16694,"La pluie","Rain","pluie"
16696,"À demain","See You Tomorrow","adventure"
16696,"À demain","See You Tomorrow","boy"
16696,"À demain","See You Tomorrow","home"
16696,"À demain","See You Tomorrow","family"
16696,"À demain","See You Tomorrow","friends"
16696,"À demain","See You Tomorrow","Friendship"
16696,"À demain","See You Tomorrow","animals"
16696,"À demain","See You Tomorrow","See you tomorrow"
16696,"À demain","See You Tomorrow","animaux"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","Imagination"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","creative"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","toy"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","determination"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","journey"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","travel"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","home"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","house"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","waste"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","garbage"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","resources"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","architect"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","build"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","childhood"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","boy"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","The Best Thing Ever"
16698,"La meilleure chose de tous les temps","La meilleure chose de tous les temps","construction"
16699,"Ding Dong","Ding Dong","family"
16699,"Ding Dong","Ding Dong","mother"
16699,"Ding Dong","Ding Dong","crib"
16699,"Ding Dong","Ding Dong","new born"
16699,"Ding Dong","Ding Dong","infant"
16699,"Ding Dong","Ding Dong","toddler"
16699,"Ding Dong","Ding Dong","love"
16699,"Ding Dong","Ding Dong","cute"
16699,"Ding Dong","Ding Dong","baby"
16699,"Ding Dong","Ding Dong","sounds"
16699,"Ding Dong","Ding Dong","technology"
16699,"Ding Dong","Ding Dong","noise"
16699,"Ding Dong","Ding Dong","Ting Tong"
16699,"Ding Dong","Ding Dong","homen bruit"
16699,"Ding Dong","Ding Dong","sonnerie"
16699,"Ding Dong","Ding Dong","bébé"
16708,"Mes amis","Mes amis","happy"
16708,"Mes amis","Mes amis","company"
16708,"Mes amis","Mes amis","seven"
16708,"Mes amis","Mes amis","hobby"
16708,"Mes amis","Mes amis","differences"
16708,"Mes amis","Mes amis","personalities"
16708,"Mes amis","Mes amis","traits"
16708,"Mes amis","Mes amis","habits"
16708,"Mes amis","Mes amis","diverse"
16708,"Mes amis","Mes amis","Friendship"
16708,"Mes amis","Mes amis","friends"
16708,"Mes amis","Mes amis","amis"
16709,"J'aime lire","I Like to Read","children"
16709,"J'aime lire","I Like to Read","learn"
16709,"J'aime lire","I Like to Read","Joy"
16709,"J'aime lire","I Like to Read","enthusiasm"
16709,"J'aime lire","I Like to Read","curious"
16709,"J'aime lire","I Like to Read","reader"
16709,"J'aime lire","I Like to Read","read"
16709,"J'aime lire","I Like to Read","love"
16709,"J'aime lire","I Like to Read","books"
16709,"J'aime lire","I Like to Read","I Like to Read"
16709,"J'aime lire","I Like to Read","lire"
16709,"J'aime lire","I Like to Read","lecture"
16709,"J'aime lire","I Like to Read","livre"
16710,"Mon corps","Mon corps","actions"
16710,"Mon corps","Mon corps","hobbies"
16710,"Mon corps","Mon corps","exercise"
16710,"Mon corps","Mon corps","anatomy"
16710,"Mon corps","Mon corps","functions"
16710,"Mon corps","Mon corps","activities"
16710,"Mon corps","Mon corps","my body"
16710,"Mon corps","Mon corps","corps"
16713,"La fille adorée","Beloved Daughter","game"
16713,"La fille adorée","Beloved Daughter","play"
16713,"La fille adorée","Beloved Daughter","childrem childhood"
16713,"La fille adorée","Beloved Daughter","forest"
16713,"La fille adorée","Beloved Daughter","jungle"
16713,"La fille adorée","Beloved Daughter","nature"
16713,"La fille adorée","Beloved Daughter","tree"
16713,"La fille adorée","Beloved Daughter","sing"
16713,"La fille adorée","Beloved Daughter","song"
16713,"La fille adorée","Beloved Daughter","flee"
16713,"La fille adorée","Beloved Daughter","escape"
16713,"La fille adorée","Beloved Daughter","problem"
16713,"La fille adorée","Beloved Daughter","sad"
16713,"La fille adorée","Beloved Daughter","brothers"
16713,"La fille adorée","Beloved Daughter","family"
16713,"La fille adorée","Beloved Daughter","parents"
16713,"La fille adorée","Beloved Daughter","present"
16713,"La fille adorée","Beloved Daughter","gift"
16713,"La fille adorée","Beloved Daughter","pot"
16713,"La fille adorée","Beloved Daughter","Beloved Daughter"
16713,"La fille adorée","Beloved Daughter","fuite"
16717,"Le nouveau chat","Le nouveau chat","humour"
16717,"Le nouveau chat","Le nouveau chat","funny"
16717,"Le nouveau chat","Le nouveau chat","childhood"
16717,"Le nouveau chat","Le nouveau chat","happy"
16717,"Le nouveau chat","Le nouveau chat","pet"
16717,"Le nouveau chat","Le nouveau chat","animal"
16717,"Le nouveau chat","Le nouveau chat","kitten"
16717,"Le nouveau chat","Le nouveau chat","New Pussy Cat"
16717,"Le nouveau chat","Le nouveau chat","chat"
16717,"Le nouveau chat","Le nouveau chat","chaton"
16718,"Un grave accident","Serious Accident","rules"
16718,"Un grave accident","Serious Accident","road"
16718,"Un grave accident","Serious Accident","vehicles"
16718,"Un grave accident","Serious Accident","truck"
16718,"Un grave accident","Serious Accident","phone"
16718,"Un grave accident","Serious Accident","mobile"
16718,"Un grave accident","Serious Accident","negligence"
16718,"Un grave accident","Serious Accident","traffic"
16718,"Un grave accident","Serious Accident","hospital"
16718,"Un grave accident","Serious Accident","fatality"
16718,"Un grave accident","Serious Accident","chaos"
16718,"Un grave accident","Serious Accident","tragic"
16718,"Un grave accident","Serious Accident","Serious Accident"
16718,"Un grave accident","Serious Accident","accident"
16718,"Un grave accident","Serious Accident","ambulance"
16720,"Le palmier","Le palmier","conservation"
16720,"Le palmier","Le palmier","livelihood"
16720,"Le palmier","Le palmier","food"
16720,"Le palmier","Le palmier","greenery"
16720,"Le palmier","Le palmier","tree"
16720,"Le palmier","Le palmier","environment"
16720,"Le palmier","Le palmier","nature"
16720,"Le palmier","Le palmier","palm tree"
16720,"Le palmier","Le palmier","palmier"
16720,"Le palmier","Le palmier","afrique"
16721,"Les émotions","Feelings","emotions"
16721,"Les émotions","Feelings","family"
16721,"Les émotions","Feelings","children"
16721,"Les émotions","Feelings","feelings"
16721,"Les émotions","Feelings","émotions"
16721,"Les émotions","Feelings","sentiments"
16791,"Te veo mañana","Te veo MAlana ","adventure"
16791,"Te veo mañana","Te veo MAlana ","boy"
16791,"Te veo mañana","Te veo MAlana ","home"
16791,"Te veo mañana","Te veo MAlana ","family"
16791,"Te veo mañana","Te veo MAlana ","friends"
16791,"Te veo mañana","Te veo MAlana ","Friendship"
16791,"Te veo mañana","Te veo MAlana ","animals"
16791,"Te veo mañana","Te veo MAlana ","See you tomorrow"
16791,"Te veo mañana","Te veo MAlana ","vaca"
16791,"Te veo mañana","Te veo MAlana ","amigo"
16791,"Te veo mañana","Te veo MAlana ","elefante"
16791,"Te veo mañana","Te veo MAlana ","mañana"
16791,"Te veo mañana","Te veo MAlana ","animales"
16802,"Ah! Football!","Ah! Football!","chores"
16802,"Ah! Football!","Ah! Football!","playful"
16802,"Ah! Football!","Ah! Football!","naughty"
16802,"Ah! Football!","Ah! Football!","children"
16802,"Ah! Football!","Ah! Football!","athlete"
16802,"Ah! Football!","Ah! Football!","sportsmanship"
16802,"Ah! Football!","Ah! Football!","play"
16802,"Ah! Football!","Ah! Football!","game"
16802,"Ah! Football!","Ah! Football!","sport"
16802,"Ah! Football!","Ah! Football!","mischief"
16802,"Ah! Football!","Ah! Football!","Ah! Football!"
16802,"Ah! Football!","Ah! Football!","tareas"
16802,"Ah! Football!","Ah! Football!","niños"
16802,"Ah! Football!","Ah! Football!","Amigos"
16802,"Ah! Football!","Ah! Football!","futbol"
16802,"Ah! Football!","Ah! Football!","desobediência"
16802,"Ah! Football!","Ah! Football!","desobedecer"
16803,"Amigos","Amigos","Amigos"
16803,"Amigos","Amigos","happy"
16803,"Amigos","Amigos","company"
16803,"Amigos","Amigos","seven"
16803,"Amigos","Amigos","hobby"
16803,"Amigos","Amigos","differences"
16803,"Amigos","Amigos","personalities"
16803,"Amigos","Amigos","traits"
16803,"Amigos","Amigos","habits"
16803,"Amigos","Amigos","diverse"
16803,"Amigos","Amigos","Friendship"
16803,"Amigos","Amigos","friends"
16803,"Amigos","Amigos","amistad"
16803,"Amigos","Amigos","diferencias"
16803,"Amigos","Amigos","leer"
16803,"Amigos","Amigos","actividades"
16803,"Amigos","Amigos","futbol"
16803,"Amigos","Amigos","nadar"
16805,"Mi Cuerpo","Mi cuerpo","actions"
16805,"Mi Cuerpo","Mi cuerpo","hobbies"
16805,"Mi Cuerpo","Mi cuerpo","exercise"
16805,"Mi Cuerpo","Mi cuerpo","anatomy"
16805,"Mi Cuerpo","Mi cuerpo","functions"
16805,"Mi Cuerpo","Mi cuerpo","activities"
16805,"Mi Cuerpo","Mi cuerpo","my body"
16805,"Mi Cuerpo","Mi cuerpo","mi cuertpo"
16805,"Mi Cuerpo","Mi cuerpo","verbos"
16805,"Mi Cuerpo","Mi cuerpo","actividades"
16805,"Mi Cuerpo","Mi cuerpo","acciones"
16806,"Mi otro yo","Is there anyone like me?","cuento"
16806,"Mi otro yo","Is there anyone like me?","animales"
16806,"Mi otro yo","Is there anyone like me?","autoestima"
16806,"Mi otro yo","Is there anyone like me?","soy especial"
16806,"Mi otro yo","Is there anyone like me?","soy único"
16809,"Alegría","Alegria","Animales Felicidad"
16811,"Gusano de Seda","Gusando de Seda","breeding"
16811,"Gusano de Seda","Gusando de Seda","weave"
16811,"Gusano de Seda","Gusando de Seda","tradition"
16811,"Gusano de Seda","Gusando de Seda","China"
16811,"Gusano de Seda","Gusando de Seda","cloth"
16811,"Gusano de Seda","Gusando de Seda","silk"
16811,"Gusano de Seda","Gusando de Seda","environment"
16811,"Gusano de Seda","Gusando de Seda","nature"
16811,"Gusano de Seda","Gusando de Seda","leaves"
16811,"Gusano de Seda","Gusando de Seda","mulberry"
16811,"Gusano de Seda","Gusando de Seda","Silkworm"
16811,"Gusano de Seda","Gusando de Seda","seda"
16811,"Gusano de Seda","Gusando de Seda","mora"
16811,"Gusano de Seda","Gusando de Seda","gusando de seda"
16813,"Nuevo gatito","New Pussy Cat","humour"
16813,"Nuevo gatito","New Pussy Cat","funny"
16813,"Nuevo gatito","New Pussy Cat","childhood"
16813,"Nuevo gatito","New Pussy Cat","happy"
16813,"Nuevo gatito","New Pussy Cat","pet"
16813,"Nuevo gatito","New Pussy Cat","animal"
16813,"Nuevo gatito","New Pussy Cat","kitten"
16813,"Nuevo gatito","New Pussy Cat","New Pussy Cat"
16816,"Palmera","Palm Tree","conservation"
16816,"Palmera","Palm Tree","livelihood"
16816,"Palmera","Palm Tree","food"
16816,"Palmera","Palm Tree","greenery"
16816,"Palmera","Palm Tree","tree"
16816,"Palmera","Palm Tree","environment"
16816,"Palmera","Palm Tree","nature"
